"","target","prediction"
"1",0,0.926061170328133
"2",0,0.780050773680457
"3",1,0.22360532031147
"4",1,0.145918437668625
"5",1,0.210653014466859
"6",0,0.481734758235244
"7",0,0.690975073698713
"8",0,0.82070200619611
"9",0,0.671185516904981
"10",0,0.336404264332817
"11",0,0.939784646198964
"12",1,0.30478462991855
"13",1,0.382124519775157
"14",0,0.965304213187665
"15",0,0.828805781513022
"16",0,0.312649047753437
"17",1,0.223677483889394
"18",0,0.88482710546688
"19",0,0.556769309331318
"20",0,0.221689247366912
"21",0,0.764627141569859
"22",0,0.883115958771163
"23",0,0.536717599833624
"24",0,0.788454494956501
"25",0,0.684070680294871
"26",0,0.661083231715066
"27",1,0.212314520976207
"28",0,0.86538062748317
"29",0,0.648930762146812
"30",0,0.538676245254991
"31",0,0.711560242018938
"32",0,0.852358062682393
"33",0,0.658671402989295
"34",1,0.228184931623782
"35",1,0.426303157716044
"36",0,0.863807222444553
"37",1,0.259764345253135
"38",1,0.255495426614018
"39",0,0.721356576892828
"40",0,0.864746690913919
"41",1,0.410901410646478
"42",0,0.56025308713086
"43",0,0.694559391700498
"44",1,0.831638932541883
"45",0,0.570994167879012
"46",1,0.133495128455777
"47",0,0.346699792617648
"48",0,0.577073762889661
"49",0,0.785902752506584
"50",0,0.878678339387429
"51",0,0.512197151506323
"52",0,0.84215313359519
"53",0,0.421011364332841
"54",0,0.924744913410985
"55",1,0.251461217470964
"56",0,0.687860012088018
"57",0,0.669867544085761
"58",1,0.274865820234283
"59",1,0.244496735560849
"60",1,0.197464758091526
"61",0,0.241910158215298
"62",0,0.454681845790738
"63",0,0.871080733614915
"64",0,0.717923850450353
"65",1,0.334401252262035
"66",0,0.864132200782404
"67",1,0.253021697117768
"68",0,0.660593587533704
"69",1,0.656528447235053
"70",0,0.974928133548179
"71",1,0.246212478764134
"72",0,0.197726853092938
"73",0,0.850892871053681
"74",1,0.499756575395233
"75",0,0.649556837426037
"76",1,0.272672292440046
"77",1,0.506992764642562
"78",1,0.122770904185158
"79",0,0.739979535340104
"80",1,0.43043875607455
"81",1,0.338953250066064
"82",0,0.601129065599716
"83",0,0.874500755015554
"84",0,0.854397639380164
"85",0,0.859730210586139
"86",0,0.611749880921665
"87",0,0.96825316466836
"88",1,0.108371951899261
"89",1,0.130548834499915
"90",0,0.743664495631503
"91",0,0.481506229532015
"92",1,0.436424160059788
"93",1,0.806568308365832
"94",1,0.438273387255314
"95",0,0.788484883611774
"96",1,0.285046568038695
"97",1,0.150559955932114
"98",0,0.958562108580366
"99",1,0.617770951401836
"100",0,0.81952945547075
"101",1,0.291043145715247
"102",0,0.792762157162852
"103",0,0.828602072799207
"104",0,0.664886957583845
"105",1,0.212315868816248
"106",1,0.155551912759127
"107",0,0.870688967327054
"108",0,0.778824424790557
"109",1,0.781235327133593
"110",1,0.488847174357109
"111",1,0.136029173974316
"112",1,0.508124262401609
"113",0,0.379520330955869
"114",1,0.260813924273964
"115",0,0.934982648447649
"116",0,0.768011028976521
"117",1,0.508684152769525
"118",0,0.854433414852945
"119",1,0.464138969358714
"120",1,0.245678724277721
"121",0,0.783030634224451
"122",0,0.53066874135966
"123",0,0.453395073013044
"124",0,0.612912221826725
"125",1,0.459196060795548
"126",0,0.541062033719315
"127",0,0.527103730891276
"128",0,0.637473801042233
"129",0,0.775408344270355
"130",0,0.85435649570324
"131",0,0.631182885766061
"132",0,0.326436302580349
"133",0,0.464196592448978
"134",0,0.811389412116358
"135",1,0.191016946948909
"136",1,0.281726352967152
"137",0,0.954446593569155
"138",0,0.303342521607918
"139",0,0.81903813377229
"140",1,0.422432090600399
"141",0,0.525050263021902
"142",1,0.479950849839789
"143",1,0.366160117097866
"144",1,0.156326168891935
