"","target","prediction"
"1",0,0.487867800129504
"2",0,0.735655657655078
"3",1,0.30370158536257
"4",1,0.230235955120072
"5",1,0.358027121979459
"6",0,0.922101687769591
"7",0,0.336400764865134
"8",0,0.75268275288876
"9",0,0.773855943334531
"10",0,0.718608574532903
"11",0,0.610058583941613
"12",1,0.749784059191228
"13",1,0.110321267878717
"14",0,0.715732868916402
"15",0,0.449653920787774
"16",0,0.719640131189112
"17",1,0.218280687912165
"18",0,0.813619497666815
"19",0,0.565358641891667
"20",0,0.280019726132248
"21",0,0.303477272314129
"22",0,0.798460194299409
"23",0,0.905099241839991
"24",0,0.697244040743268
"25",0,0.845301881111821
"26",0,0.615771743147984
"27",1,0.367982967234342
"28",0,0.644364415214672
"29",0,0.314818157067359
"30",0,0.700622954878459
"31",0,0.900967378262309
"32",0,0.590297850640494
"33",0,0.872962958827828
"34",1,0.598170135158764
"35",1,0.464391903382424
"36",0,0.597457305027019
"37",1,0.265212719396199
"38",1,0.529780472587979
"39",0,0.72730882078598
"40",0,0.782878854242165
"41",1,0.372040640489137
"42",0,0.766980348161244
"43",0,0.68826898139009
"44",1,0.166141255827117
"45",0,0.682761353606804
"46",1,0.294918314042898
"47",0,0.860332837969509
"48",0,0.745587527210363
"49",0,0.615057402098916
"50",0,0.74784371580881
"51",0,0.264864464516066
"52",0,0.703705918116644
"53",0,0.713622195816323
"54",0,0.674929495302749
"55",1,0.330230002096607
"56",0,0.556878318085945
"57",0,0.509119943457917
"58",1,0.355026117477179
"59",1,0.280254279101892
"60",1,0.247930019765048
"61",0,0.907089340902547
"62",0,0.60132182044129
"63",0,0.927698619603097
"64",0,0.198654264233455
"65",1,0.357096713913462
"66",0,0.692877083763625
"67",1,0.231795926284999
"68",0,0.877239387937818
"69",1,0.26218989017779
"70",0,0.770725354528035
"71",1,0.313212184588786
"72",0,0.702104947412809
"73",0,0.684101862273703
"74",1,0.280472290126293
"75",0,0.622116705642419
"76",1,0.484461311265738
"77",1,0.223177850696898
"78",1,0.20846107235983
"79",0,0.825563104807704
"80",1,0.489521303224671
"81",1,0.231407871795321
"82",0,0.48939079664086
"83",0,0.571402450707004
"84",0,0.573543669431241
"85",0,0.370531195295405
"86",0,0.924115826859566
"87",0,0.691099428848657
"88",1,0.334270837194318
"89",1,0.202361711474722
"90",0,0.879848591227673
"91",0,0.656648617247562
"92",1,0.275900058980268
"93",1,0.321297691665572
"94",1,0.27805686967237
"95",0,0.908717916001471
"96",1,0.150937963288524
"97",1,0.491264040540443
"98",0,0.684502043974887
"99",1,0.304330799586256
"100",0,0.803578081137546
"101",1,0.409306650008476
"102",0,0.430055596279368
"103",0,0.934615865533303
"104",0,0.746761493933818
"105",1,0.237839375070415
"106",1,0.532463682011616
"107",0,0.55595878540761
"108",0,0.756006055595197
"109",1,0.363302618989596
"110",1,0.316353537774019
"111",1,0.221691929578524
"112",1,0.374579313283132
"113",0,0.850745422682432
"114",1,0.721098104586629
"115",0,0.862287777759426
"116",0,0.911714244548206
"117",1,0.294248471051252
"118",0,0.513279341847288
"119",1,0.679688047681245
"120",1,0.452144024475207
"121",0,0.567393428793096
"122",0,0.885145362349766
"123",0,0.659179570953247
"124",0,0.787490351637967
"125",1,0.433520473960383
"126",0,0.804460431266623
"127",0,0.280674199105605
"128",0,0.868170395373467
"129",0,0.588980244529403
"130",0,0.5952482847183
"131",0,0.751341199594948
"132",0,0.550823551259885
"133",0,0.852318922547869
"134",0,0.597711589592813
"135",1,0.101221351948059
"136",1,0.381781388180626
"137",0,0.912753535632713
"138",0,0.901308138895112
"139",0,0.800804907335902
"140",1,0.573986442033969
"141",0,0.650811446112522
"142",1,0.240609561186467
"143",1,0.218867240016473
"144",1,0.316226117226469
"145",0,0.719799513583396
"146",1,0.381559272345536
"147",0,0.599582468536372
"148",1,0.270315090839345
"149",1,0.246107901445924
"150",0,0.373487634464269
"151",0,0.568150726009573
"152",1,0.438812540118252
"153",0,0.54358881525988
"154",0,0.738166679112192
"155",0,0.834829306780311
"156",1,0.301394746706103
"157",0,0.954663509867715
"158",1,0.185741334041914
"159",1,0.225450965029332
"160",1,0.399730249639595
"161",0,0.508168871169734
"162",0,0.602792551823516
"163",0,0.95472117052735
"164",0,0.761656545064828
"165",0,0.800369586013808
"166",0,0.919684570548335
"167",0,0.41620113777392
"168",0,0.878429219128459
"169",0,0.65866143365592
"170",0,0.986271718998153
"171",0,0.226653096795961
"172",1,0.633695454068651
"173",1,0.779230586588467
"174",1,0.399085811905699
"175",0,0.74483448044048
"176",1,0.423210595846582
"177",0,0.471850674417641
"178",1,0.265751814405375
"179",0,0.57392183635799
"180",1,0.53136511498658
"181",1,0.106589399293438
"182",0,0.531014953477468
"183",0,0.821651220575739
"184",1,0.462669569207653
"185",1,0.7050191154835
"186",1,0.197260398789172
"187",1,0.283669243749583
"188",0,0.410632539446319
"189",0,0.618416689548343
"190",1,0.0991304878242585
"191",1,0.592416382789025
"192",0,0.721756876981115
"193",1,0.160806905892185
"194",0,0.884108592866119
"195",0,0.236009697964577
"196",0,0.588026823327521
"197",1,0.704211035664105
"198",0,0.300856855524692
"199",0,0.442641269803563
"200",1,0.241273846827787
"201",1,0.104413794151938
"202",0,0.815224422606836
"203",0,0.671893694111466
"204",0,0.766682842577735
"205",1,0.613957211109621
"206",0,0.733234052689518
"207",0,0.52435532756688
"208",1,0.435968289681873
"209",1,0.230284285347218
"210",1,0.318642625791952
"211",1,0.657469935356433
"212",0,0.499097204242582
"213",1,0.723275094610829
"214",0,0.564975322872125
"215",1,0.193695941210099
"216",0,0.362988673417339
"217",1,0.395150926331856
"218",0,0.732801097081684
"219",1,0.198495771352901
"220",1,0.164099309530217
"221",1,0.332991165210608
"222",1,0.411523581030725
"223",0,0.413712614348441
"224",0,0.415064870125915
"225",0,0.883083705327818
"226",0,0.460880808212005
"227",1,0.691620147022696
"228",1,0.419910887753177
"229",1,0.370311032875539
"230",0,0.292215850394549
"231",1,0.207520724722683
"232",0,0.487764665780221
"233",0,0.807838441228735
"234",0,0.812692586618434
"235",0,0.552774396786332
"236",0,0.515518008169283
"237",0,0.760053703295174
"238",1,0.314091822170766
"239",1,0.502145892955056
"240",0,0.422004976867257
"241",0,0.295519990271274
"242",0,0.30835205817546
"243",0,0.538667071530205
"244",1,0.236284195893384
"245",0,0.42200046280477
"246",0,0.207268204370552
"247",0,0.47516919965196
"248",1,0.644258718512499
"249",0,0.887513382543355
"250",0,0.929303015326979
"251",0,0.84307325264132
"252",0,0.596028715098698
"253",0,0.938296242670751
"254",0,0.953012721361855
"255",0,0.856310158101194
"256",0,0.372750751529176
"257",0,0.735515614686526
"258",1,0.126285347057658
"259",1,0.276379279024942
"260",0,0.801929018686529
"261",1,0.282508129898514
"262",0,0.817452670723879
"263",0,0.742839744509309
"264",0,0.860217426025055
"265",0,0.867893805358584
"266",1,0.340764136816532
"267",0,0.840527731509333
"268",1,0.10924980199967
"269",0,0.526246419101892
"270",0,0.660858887039888
"271",0,0.756124530110693
"272",1,0.33426936954624
"273",1,0.191162314259877
"274",1,0.341315906713114
"275",0,0.868553375874761
"276",0,0.735341062433906
"277",1,0.297990076857084
"278",0,0.710856686829576
"279",0,0.801272067280626
"280",0,0.577886112902938
"281",0,0.875889636412419
"282",0,0.359916845144973
"283",1,0.0752945685497839
"284",1,0.843419965448963
