"","target","prediction"
"1",0,0.743269592470544
"2",0,0.332455505270726
"3",1,0.158558503163025
"4",1,0.367859912026923
"5",1,0.350143013430439
"6",0,0.307433422433838
"7",0,0.646763842690065
"8",0,0.606291951534861
"9",0,0.647207367920873
"10",0,0.922219071181858
"11",0,0.629304309939025
"12",1,0.304454884681467
"13",1,0.240661333855345
"14",0,0.5441418053884
"15",0,0.794279447579614
"16",0,0.904109716195031
"17",1,0.125781915228002
"18",0,0.238208921715543
"19",0,0.640321888517422
"20",0,0.525317522482849
"21",0,0.581305570461742
"22",0,0.788423968062324
"23",0,0.778724786360042
"24",0,0.708874493605782
"25",0,0.937131146504599
"26",0,0.679499196598506
"27",1,0.210931189241164
"28",0,0.46750151211866
"29",0,0.218591113099256
"30",0,0.888894014678077
"31",0,0.550750132969845
"32",0,0.628920122304771
"33",0,0.779108641964741
"34",1,0.265309660081964
"35",1,0.238904775598361
"36",0,0.92067155054733
"37",1,0.287739740784525
"38",1,0.144407397695059
"39",0,0.799901377356499
"40",0,0.599645050292554
"41",1,0.165154430763763
"42",0,0.89799983363519
"43",0,0.697224995820872
"44",1,0.309005371033425
"45",0,0.583641492298648
"46",1,0.283204172986531
"47",0,0.783168314464794
"48",0,0.635038028981485
"49",0,0.560347934396809
"50",0,0.528159984785112
"51",0,0.379058807338317
"52",0,0.236532461542632
"53",0,0.790530977371731
"54",0,0.806867480514571
"55",1,0.317348454691141
"56",0,0.68227766989686
"57",0,0.453610636472578
"58",1,0.290290965821446
"59",1,0.339524818846401
"60",1,0.234217031337355
"61",0,0.622751825029471
"62",0,0.796077441849441
"63",0,0.533256180886659
"64",0,0.668908579495572
"65",1,0.352822252000555
"66",0,0.610173562803878
"67",1,0.398587248866199
"68",0,0.671472855232184
"69",1,0.28004692152007
"70",0,0.958365602019925
"71",1,0.122825172471677
"72",0,0.570426914760427
"73",0,0.584549788669924
"74",1,0.609448214089103
"75",0,0.934854204241691
"76",1,0.209239081168476
"77",1,0.326113928716832
"78",1,0.367519489690262
"79",0,0.750640030125207
"80",1,0.228115825614981
"81",1,0.17712631190594
"82",0,0.800551061848093
"83",0,0.277252373685486
"84",0,0.87738340068587
"85",0,0.31330406535453
"86",0,0.534416206432385
"87",0,0.718828259704355
"88",1,0.20555752104912
"89",1,0.178228941998108
"90",0,0.714102727268718
"91",0,0.862891863825188
"92",1,0.436154214191659
"93",1,0.143174055773599
"94",1,0.351800997968013
"95",0,0.428302119037197
"96",1,0.422987857901795
"97",1,0.167159604135774
