"","target","prediction"
"1",0,0.669449074970953
"2",0,0.502852205854695
"3",1,0.588379325760517
"4",1,0.305371109034086
"5",1,0.724575557228085
"6",0,0.343414973256669
"7",0,0.608200509802065
"8",0,0.865857464705389
"9",0,0.817686248618802
"10",0,0.890624997493042
"11",0,0.926214301821127
"12",1,0.32321226662438
"13",1,0.480768051581804
"14",0,0.770633598925919
"15",0,0.801634854302415
"16",0,0.371576295389165
"17",1,0.238482950522783
"18",0,0.828126106875511
"19",0,0.772144042197245
"20",0,0.590161536149567
"21",0,0.815156091674083
"22",0,0.507319679746142
"23",0,0.747218176241624
"24",0,0.495898490822406
"25",0,0.533014585931714
"26",0,0.702549204163851
"27",1,0.410176839431073
"28",0,0.728463018149094
"29",0,0.614066810141645
"30",0,0.444167160678423
"31",0,0.887645075369648
"32",0,0.911061505614327
"33",0,0.51462669879764
"34",1,0.482222055383607
"35",1,0.295728956713312
"36",0,0.655187212798625
"37",1,0.404080403743561
"38",1,0.233352101439156
"39",0,0.762713386171759
"40",0,0.850567702055465
"41",1,0.282507175631974
"42",0,0.760006344582995
"43",0,0.535124480996168
"44",1,0.439131675835133
"45",0,0.521589691627656
"46",1,0.110580125175761
"47",0,0.840665252347119
"48",0,0.372453735247191
"49",0,0.766825883019113
"50",0,0.617509900918522
"51",0,0.80346028860772
"52",0,0.622801444098468
"53",0,0.358446556302394
"54",0,0.692441604720259
"55",1,0.3997137221093
"56",0,0.761008909933444
"57",0,0.76039391180815
"58",1,0.286222437732778
"59",1,0.323483544493986
"60",1,0.271192426905735
"61",0,0.923832690178977
"62",0,0.62668173001358
"63",0,0.892724070861424
"64",0,0.60428883814863
"65",1,0.639267538883238
"66",0,0.936029878927277
"67",1,0.514824466766729
"68",0,0.911364808505133
"69",1,0.730186263755103
"70",0,0.506620354276995
"71",1,0.171068636436581
"72",0,0.961783220976832
"73",0,0.795825948622897
"74",1,0.246782863167263
"75",0,0.906412535993868
"76",1,0.276806268466123
"77",1,0.136219822137486
"78",1,0.241121249761911
"79",0,0.923440246553792
"80",1,0.087178892333085
"81",1,0.525082800387768
"82",0,0.531525175117497
"83",0,0.39408865694184
"84",0,0.969974413073405
"85",0,0.415907913700152
"86",0,0.936347447011306
"87",0,0.412171915002667
"88",1,0.164398087155646
"89",1,0.284882028191951
"90",0,0.901606108212055
"91",0,0.476362086653106
"92",1,0.384878961575126
"93",1,0.284912471401934
"94",1,0.188403174927988
"95",0,0.296768475908554
"96",1,0.477051878337372
"97",1,0.345748802768937
"98",0,0.739804889127186
"99",1,0.188927450924352
"100",0,0.555845868232675
"101",1,0.348226708146335
"102",0,0.85653468510305
"103",0,0.681207164936217
"104",0,0.679829390744509
"105",1,0.572970908511276
"106",1,0.349850716432212
"107",0,0.367050297401536
"108",0,0.733351342356227
"109",1,0.0837062602095736
"110",1,0.359426932441056
"111",1,0.272388224026941
"112",1,0.571772869831988
"113",0,0.635756041070194
"114",1,0.293359215681616
"115",0,0.55749050247005
"116",0,0.65559409176831
"117",1,0.254879630975819
"118",0,0.679877553394592
"119",1,0.145684220495847
"120",1,0.314168145511701
"121",0,0.477342988273737
"122",0,0.552755421991782
"123",0,0.398786570614791
"124",0,0.303119440534829
"125",1,0.297141194189087
"126",0,0.85286980844578
"127",0,0.840517790053151
"128",0,0.431261375164075
"129",0,0.61482993546533
"130",0,0.658157063231621
"131",0,0.73491351104288
"132",0,0.584612154838128
"133",0,0.505632088713511
"134",0,0.721910154745905
"135",1,0.15682425765679
"136",1,0.166091013207271
"137",0,0.246557037251348
"138",0,0.864529021673869
"139",0,0.672618196035727
"140",1,0.58877625546654
"141",0,0.550560585841778
"142",1,0.146537726041556
"143",1,0.262122051278232
"144",1,0.316308991377961
"145",0,0.900049090017631
"146",1,0.428111575847991
"147",0,0.709524171730739
"148",1,0.218485231810465
"149",1,0.173808001214454
"150",0,0.46945845187691
"151",0,0.735160677048993
"152",1,0.253515783000782
"153",0,0.397885642626356
"154",0,0.784155165827402
"155",0,0.59174101247777
"156",1,0.548916352677367
"157",0,0.331581496695376
"158",1,0.422675379524411
"159",1,0.431945010951559
"160",1,0.361884098757348
"161",0,0.818491814098302
"162",0,0.695750742374098
"163",0,0.264449347057674
"164",0,0.818271030983808
"165",0,0.791663910750487
"166",0,0.693927662492193
"167",0,0.704318043460611
"168",0,0.745608091685874
"169",0,0.516961481049042
"170",0,0.319183019176734
"171",0,0.86092206735374
"172",1,0.412041672531736
"173",1,0.157610181172247
"174",1,0.510412570995314
"175",0,0.677143822850468
"176",1,0.413513482589534
"177",0,0.76495884807032
"178",1,0.52066710394556
"179",0,0.877422589445987
"180",1,0.296000602367469
"181",1,0.397769716465041
"182",0,0.682400167556673
"183",0,0.497979830780872
"184",1,0.506864220864664
"185",1,0.244257430583722
"186",1,0.305884418508145
"187",1,0.266216699230643
"188",0,0.730413365269287
"189",0,0.8007154171933
"190",1,0.357965072293243
"191",1,0.794942627544222
"192",0,0.482466422895549
"193",1,0.632808473437847
"194",0,0.248400974924624
"195",0,0.877676044702546
"196",0,0.88104414167034
"197",1,0.164320190382867
"198",0,0.669641445239762
"199",0,0.987381569544698
"200",1,0.523336877884029
"201",1,0.19858747706018
"202",0,0.583066924688602
"203",0,0.538176515294484
"204",0,0.602235195095501
"205",1,0.225620413016319
"206",0,0.799761392074689
"207",0,0.251622648825778
"208",1,0.310848078681137
"209",1,0.791253788320391
"210",1,0.324734583864442
"211",1,0.233535151978708
"212",0,0.943385857430553
"213",1,0.289510840355837
"214",0,0.766408838632818
"215",1,0.247876417547186
"216",0,0.910395899172196
"217",1,0.783132707289231
"218",0,0.501817948758978
"219",1,0.361224642901775
"220",1,0.199514680913613
"221",1,0.501667054322726
"222",1,0.196448199457989
"223",0,0.891631879497419
"224",0,0.647999879780055
"225",0,0.168636308697212
"226",0,0.650453341023449
"227",1,0.39486659964625
"228",1,0.181589393281732
"229",1,0.294199367145918
"230",0,0.599811524422622
"231",1,0.283649442725188
"232",0,0.853586891461439
"233",0,0.811152612900516
"234",0,0.612315522980282
"235",0,0.698364449928417
"236",0,0.929210549531265
"237",0,0.800571256838131
"238",1,0.188232933883573
"239",1,0.192475196275756
"240",0,0.969045891382873
"241",0,0.936163777098249
"242",0,0.648440950868986
"243",0,0.68944689742354
"244",1,0.559925138533595
"245",0,0.729332544526664
"246",0,0.503052405305029
"247",0,0.664139690109738
"248",1,0.32752374079897
"249",0,0.957063593793885
"250",0,0.608734886937495
"251",0,0.683428192226234
"252",0,0.704380226481446
"253",0,0.910178891918681
"254",0,0.586381261645104
"255",0,0.500698131356765
"256",0,0.668274320404759
"257",0,0.753491781797015
"258",1,0.810385233881261
"259",1,0.192235722180536
"260",0,0.897705022302243
"261",1,0.580029166041832
"262",0,0.549759368672994
"263",0,0.972829471974027
"264",0,0.882114985221627
"265",0,0.602641290947217
"266",1,0.396523516638503
"267",0,0.740961678565569
"268",1,0.146530072163196
"269",0,0.663022028729705
"270",0,0.892261065784579
"271",0,0.159139606179982
"272",1,0.264519443773238
"273",1,0.360979636196424
"274",1,0.537566932313701
"275",0,0.375240947988956
"276",0,0.746450011035574
"277",1,0.412217551912888
"278",0,0.94003351046766
"279",0,0.715789446047777
"280",0,0.973852320336464
"281",0,0.712145009015991
"282",0,0.898997977025656
"283",1,0.238566076453942
"284",1,0.430367953991022
"285",1,0.208805401303517
"286",0,0.668709858565107
"287",0,0.723594749911748
"288",0,0.687406506696245
"289",0,0.420706558160579
"290",0,0.850993105280397
"291",1,0.50821539661108
"292",0,0.871069235590766
"293",1,0.45388959579789
"294",1,0.514574934851652
"295",0,0.228806203057894
"296",0,0.91290881783126
"297",0,0.860030237656836
"298",1,0.29414623467248
"299",1,0.409413459905128
"300",1,0.287196858273264
"301",1,0.201682712043692
"302",1,0.293501327448119
"303",0,0.370612327797892
"304",1,0.236206225790089
"305",0,0.446535516288644
"306",1,0.460979102715182
