"","target","prediction"
"1",0,0.138587562745387
"2",0,0.367876482251521
"3",1,0.53936632658467
"4",1,0.094019416684065
"5",1,0.692547045184072
"6",0,0.463411513941371
"7",0,0.500321729896616
"8",0,0.515163802507564
"9",0,0.739054147640254
"10",0,0.788876169736803
"11",0,0.689495725775884
"12",1,0.503511582630677
"13",1,0.335341063581438
"14",0,0.475063980313478
"15",0,0.903423918742289
"16",0,0.885565319855544
"17",1,0.316692917280481
"18",0,0.819425128809157
"19",0,0.740485758958869
"20",0,0.696246874342703
"21",0,0.908788721599596
"22",0,0.652303352514467
"23",0,0.82101921613421
"24",0,0.882540005670897
"25",0,0.937016035819512
"26",0,0.658534882981288
"27",1,0.610464774594446
"28",0,0.858348730883929
"29",0,0.476821571396941
"30",0,0.65104008356395
"31",0,0.549450116994845
"32",0,0.55316217947828
"33",0,0.683581332073113
"34",1,0.149423451609843
"35",1,0.34728947728751
"36",0,0.728365929647655
"37",1,0.567671488329086
"38",1,0.313497963573326
"39",0,0.839977666059154
"40",0,0.596730090791646
"41",1,0.496728505418813
"42",0,0.822013830681219
"43",0,0.426504755397225
"44",1,0.13529447460005
"45",0,0.851392512045775
"46",1,0.178736030601876
"47",0,0.89724166226661
"48",0,0.413373509424881
"49",0,0.707631826266445
"50",0,0.761406865132234
"51",0,0.720279480719691
"52",0,0.665202340706621
"53",0,0.605649974267163
"54",0,0.987076369633487
"55",1,0.311582825344014
"56",0,0.756482330311001
"57",0,0.550261854081097
"58",1,0.214065891416596
"59",1,0.83950082379838
"60",1,0.217865651288347
"61",0,0.844295827214096
"62",0,0.895094076724377
"63",0,0.732814488491192
"64",0,0.188319049038383
"65",1,0.329216153039809
"66",0,0.482175815360677
"67",1,0.681855495280378
"68",0,0.793549100618686
"69",1,0.469949276118424
"70",0,0.482183224160409
"71",1,0.800937917261792
"72",0,0.606974973011225
"73",0,0.756636352948422
"74",1,0.398414770611173
"75",0,0.554656865673659
"76",1,0.30105058364704
"77",1,0.392982323096348
"78",1,0.321632988185364
"79",0,0.700575289378145
"80",1,0.176480514565691
"81",1,0.218686530450375
"82",0,0.492360383315425
"83",0,0.945443508036705
"84",0,0.895094336716435
"85",0,0.539108968633098
"86",0,0.630902065844902
"87",0,0.690770874927296
"88",1,0.327310893483365
"89",1,0.470765610632904
"90",0,0.256696028746588
"91",0,0.374499232112454
"92",1,0.463781320835959
"93",1,0.198779335759208
"94",1,0.2079406189065
"95",0,0.701357504352052
"96",1,0.436986312316408
"97",1,0.40899083007112
"98",0,0.475085081739121
"99",1,0.398704146662235
"100",0,0.678281301229186
"101",1,0.117236775782951
"102",0,0.808571762716472
"103",0,0.434158104649753
"104",0,0.798923249867297
"105",1,0.164905257741927
"106",1,0.397924848418081
"107",0,0.664122541964041
"108",0,0.531855828464889
"109",1,0.261803063040065
"110",1,0.102800524543903
"111",1,0.0910080413680278
"112",1,0.353781561622149
"113",0,0.319747522507809
"114",1,0.172800501303482
"115",0,0.469929823833141
"116",0,0.558380747561924
"117",1,0.279811470423144
"118",0,0.786686121300485
"119",1,0.189541685600412
"120",1,0.312355078273078
"121",0,0.53480637408173
"122",0,0.744051625746171
"123",0,0.467977756048225
"124",0,0.859087158814138
"125",1,0.301125640313225
"126",0,0.641382300135092
"127",0,0.746565732656938
"128",0,0.85207079112914
"129",0,0.511129310730597
"130",0,0.761073857641428
"131",0,0.750607983345769
"132",0,0.814540612441946
"133",0,0.350056858395386
"134",0,0.905310016656716
"135",1,0.286254783831204
"136",1,0.168097645427965
"137",0,0.87029139080823
"138",0,0.697160668372984
"139",0,0.866878414868095
"140",1,0.114831304644534
"141",0,0.69875035033788
"142",1,0.498158560694027
"143",1,0.206117964207911
"144",1,0.270811226433548
"145",0,0.564533945923369
"146",1,0.178491551130289
"147",0,0.41997401056695
"148",1,0.175326511209511
"149",1,0.597088377147867
"150",0,0.689527638514898
"151",0,0.803940305205389
