"","target","prediction"
"1",0,0.746466943184836
"2",0,0.857305664674586
"3",1,0.289283448418408
"4",1,0.229160180822634
"5",1,0.603648780887793
"6",0,0.625137983372045
"7",0,0.497452585144671
"8",0,0.840326231100922
"9",0,0.476606009765851
"10",0,0.60014791982533
"11",0,0.699453583805826
"12",1,0.573238024210137
"13",1,0.160468218941984
"14",0,0.362298878100561
"15",0,0.527636179071924
"16",0,0.857516568717101
"17",1,0.202785691346537
"18",0,0.487978406527681
"19",0,0.807600159059828
"20",0,0.931773249444964
"21",0,0.560792880890217
"22",0,0.75362978099186
"23",0,0.876748779602846
"24",0,0.83944875428616
"25",0,0.867020515096788
"26",0,0.666641944450667
"27",1,0.404784145442699
"28",0,0.997900195129081
"29",0,0.65330179893953
"30",0,0.883757765718515
"31",0,0.94530253287791
"32",0,0.654567678715911
"33",0,0.587418970157849
"34",1,0.216663584278757
"35",1,0.393351825551321
"36",0,0.857604305811855
"37",1,0.260142462993189
"38",1,0.688014923137551
"39",0,0.669272148086073
"40",0,0.618890010488536
"41",1,0.232281224920141
"42",0,0.233700326633971
"43",0,0.806478381939209
"44",1,0.574459424468514
"45",0,0.751243887105645
"46",1,0.124660439974129
"47",0,0.935143249140451
"48",0,0.636193184611196
"49",0,0.964722439612887
"50",0,0.295336570046028
"51",0,0.670335963129949
"52",0,0.843077425012959
"53",0,0.646000066696128
"54",0,0.528281901196076
"55",1,0.404615553953178
"56",0,0.825502792447875
"57",0,0.55963079846381
"58",1,0.340752746094207
"59",1,0.357647972640966
"60",1,0.124621365782761
"61",0,0.229654821178876
"62",0,0.564856429931781
"63",0,0.819240305028194
"64",0,0.238026619151383
"65",1,0.303438957451781
"66",0,0.534653077523711
"67",1,0.568291213915929
"68",0,0.845194642818589
"69",1,0.251587753537077
"70",0,0.458751854146045
"71",1,0.283233354040799
"72",0,0.872790932880442
"73",0,0.923878789315825
"74",1,0.28227796885184
"75",0,0.618569997143611
"76",1,0.0580284186413501
"77",1,0.349812855229964
"78",1,0.247927258732944
"79",0,0.475801294779912
"80",1,0.540746371667287
"81",1,0.278358158260703
"82",0,0.641039110706822
"83",0,0.842109485804083
"84",0,0.355390324132826
"85",0,0.782262520045292
"86",0,0.58145489701004
"87",0,0.462357931338119
"88",1,0.295875843988271
"89",1,0.216900963935967
"90",0,0.862666187525357
"91",0,0.693286843256532
"92",1,0.314726228986768
"93",1,0.476786395903567
"94",1,0.406668662930544
"95",0,0.773876713392676
"96",1,0.232193762216382
"97",1,0.480407366554947
"98",0,0.838944846327393
"99",1,0.210232812807874
"100",0,0.855064861323165
"101",1,0.324176817217437
"102",0,0.849845583128231
"103",0,0.609768878631733
"104",0,0.776782523780557
"105",1,0.434859591392588
"106",1,0.176363052224286
"107",0,0.924743348347217
"108",0,0.528106591049885
"109",1,0.167523256564347
"110",1,0.160837938966537
"111",1,0.322038352276341
"112",1,0.178817039023767
"113",0,0.391441861913243
"114",1,0.210700564279775
"115",0,0.543940527588552
"116",0,0.415810941314095
"117",1,0.711812000395456
"118",0,0.798484021401393
"119",1,0.100712900895449
"120",1,0.756064371112853
"121",0,0.65952222801716
"122",0,0.923927159282026
"123",0,0.937925718691329
"124",0,0.57935652042678
"125",1,0.387906831976419
"126",0,0.780371816078413
"127",0,0.79864538978402
"128",0,0.544906750709052
"129",0,0.75278401871902
"130",0,0.988986021250738
"131",0,0.426134504495826
"132",0,0.302519818327473
"133",0,0.825946798464736
"134",0,0.703988123794222
"135",1,0.691327600059011
"136",1,0.519538616206125
"137",0,0.740973490931322
"138",0,0.909099075958071
"139",0,0.823960085649134
"140",1,0.230800427168139
"141",0,0.824061418694054
"142",1,0.204598856722015
"143",1,0.182941491660913
"144",1,0.224815036634519
"145",0,0.695338147525438
"146",1,0.774197155201742
"147",0,0.653438842897285
"148",1,0.351873166468071
"149",1,0.301220246317866
"150",0,0.969154243282548
"151",0,0.835756962237246
"152",1,0.233638755790151
"153",0,0.697298364246697
"154",0,0.613278871220753
"155",0,0.687442214438493
"156",1,0.183811820075813
"157",0,0.878776689000275
"158",1,0.577827627328898
"159",1,0.340944936792319
"160",1,0.336959087938626
"161",0,0.888560205177196
"162",0,0.737652374645793
"163",0,0.959854841450793
"164",0,0.466872403880153
"165",0,0.874288379265648
"166",0,0.816111933740787
"167",0,0.14756738193967
"168",0,0.69940415654146
"169",0,0.323020903942019
"170",0,0.691549416637034
"171",0,0.964110071211294
"172",1,0.274086366698316
"173",1,0.532158754398261
"174",1,0.403832961734394
"175",0,0.701745488002202
"176",1,0.161955308224861
"177",0,0.817164271846466
"178",1,0.111535714880075
"179",0,0.853538065094046
"180",1,0.285399333547903
"181",1,0.313509001677317
"182",0,0.77743003363905
"183",0,0.678943003460229
"184",1,0.174185957983448
"185",1,0.677269464215177
"186",1,0.274732729971014
"187",1,0.242545698913507
"188",0,0.846881759589057
"189",0,0.65659931110028
"190",1,0.377891058948253
"191",1,0.316403100006561
"192",0,0.819040470375348
"193",1,0.52872540021995
"194",0,0.422369839881611
"195",0,0.653292963743214
"196",0,0.801041237473739
"197",1,0.479664305880631
"198",0,0.874577094417012
"199",0,0.652413449307393
"200",1,0.23835659377222
"201",1,0.0798178412510614
"202",0,0.658163669068495
"203",0,0.800855266498896
"204",0,0.663619276359089
"205",1,0.346329030753229
"206",0,0.524787498369671
"207",0,0.811952618684564
"208",1,0.278349775238963
"209",1,0.504561925846585
"210",1,0.221119566990866
"211",1,0.118679127934275
"212",0,0.772311854021278
"213",1,0.0760923291338509
"214",0,0.471647135093992
"215",1,0.564323287880997
"216",0,0.317531458078845
"217",1,0.695521684297497
"218",0,0.975093797117465
"219",1,0.418355536371374
"220",1,0.466764741919919
"221",1,0.51342752903911
"222",1,0.589733281850645
"223",0,0.605703868955229
"224",0,0.764075939768698
"225",0,0.452886374975996
"226",0,0.936926475734276
"227",1,0.181652238669077
"228",1,0.286404509202317
"229",1,0.501287089358006
"230",0,0.653401532747953
"231",1,0.431582116218693
"232",0,0.415552243474855
"233",0,0.711053829975374
"234",0,0.861132180027538
"235",0,0.753318190931802
"236",0,0.732396565750543
"237",0,0.802215845603009
"238",1,0.310226491742112
"239",1,0.553239876701723
"240",0,0.480844319893279
"241",0,0.591460149211099
"242",0,0.864811088631513
"243",0,0.47642012499541
"244",1,0.501865858005359
"245",0,0.898930558548408
"246",0,0.851831665754968
"247",0,0.842787208914904
"248",1,0.206902047842329
"249",0,0.692189465663697
"250",0,0.609484280778926
"251",0,0.585529791372083
"252",0,0.864085085838715
"253",0,0.607057178557721
"254",0,0.832818613351716
"255",0,0.693817629505721
"256",0,0.732826751608338
"257",0,0.788641600856231
"258",1,0.362254203921233
"259",1,0.373037075381824
"260",0,0.445865874003624
"261",1,0.194458386144566
"262",0,0.749799328628508
"263",0,0.568015247410133
"264",0,0.856827102084467
"265",0,0.678487049931819
"266",1,0.302160892692631
"267",0,0.909453050544848
"268",1,0.275874080858199
"269",0,0.702890915212018
"270",0,0.936242190096747
"271",0,0.835745797947495
"272",1,0.534193249364082
"273",1,0.482796726628348
"274",1,0.458695449813722
"275",0,0.774148882578804
"276",0,0.52358178371248
"277",1,0.495783937025257
"278",0,0.769796410035457
"279",0,0.778228397063536
"280",0,0.776685345897453
"281",0,0.64718255313485
"282",0,0.854132235031204
"283",1,0.502408115209489
"284",1,0.656157948991572
"285",1,0.395783052792871
"286",0,0.43959251371576
"287",0,0.652539299555975
"288",0,0.377717269216861
"289",0,0.735143214495502
"290",0,0.692396759176267
"291",1,0.345282432945097
"292",0,0.762644146451291
"293",1,0.175734478666731
"294",1,0.298016033758666
"295",0,0.756515145401267
"296",0,0.967274260412451
"297",0,0.528222646735032
"298",1,0.653745582942625
"299",1,0.191696537682184
"300",1,0.421297862026485
"301",1,0.167651554946356
"302",1,0.201854548686841
"303",0,0.884026322440959
"304",1,0.181892646005238
"305",0,0.686321189278233
"306",1,0.243389240903396
"307",0,0.824189107678358
"308",0,0.741939092865832
"309",0,0.525684486627502
"310",0,0.682015079182863
"311",1,0.267318965977452
"312",0,0.644976623111464
"313",0,0.852512021242367
"314",0,0.581333879845906
"315",0,0.344209808851285
"316",0,0.592016455667407
"317",1,0.181321257561577
"318",0,0.882678830364156
"319",0,0.694454937192348
"320",0,0.513850013646476
"321",0,0.713435771878162
"322",1,0.173554591837962
"323",0,0.771554892314932
"324",0,0.843838799773455
"325",0,0.714821423512525
"326",1,0.414060162202181
"327",0,0.570097268879499
"328",0,0.932877888389292
"329",0,0.480940081652887
"330",1,0.289436665410953
"331",0,0.825151212692256
"332",1,0.392176289302909
"333",0,0.548990431093654
"334",0,0.564283089729175
"335",1,0.171630413577376
"336",0,0.525360737820355
"337",0,0.61397210015849
"338",0,0.913235855265088
"339",1,0.123491184299205
"340",1,0.395709761868863
"341",1,0.269895253406889
"342",1,0.265227670836752
"343",0,0.837467571082424
"344",1,0.164692808067303
"345",0,0.612677777130251
"346",1,0.183435138135743
"347",0,0.575208736090252
"348",1,0.423444507925142
"349",0,0.64742424943997
"350",0,0.859403400671616
"351",1,0.359333845564695
"352",0,0.738626793971826
"353",0,0.852381628614938
"354",0,0.797825866580539
"355",1,0.285718663344589
"356",0,0.564217211566287
"357",0,0.588125946209114
"358",1,0.184386629869857
"359",0,0.836482513570375
"360",0,0.690730894374759
"361",1,0.340147936266286
"362",1,0.289903276911428
"363",0,0.780092978721896
"364",1,0.684055609010534
"365",0,0.420270898859875
"366",0,0.820619328253708
"367",0,0.742790703197168
"368",0,0.866903978943425
"369",1,0.0939843016157574
"370",0,0.876860595830829
"371",1,0.345403209126049
"372",0,0.344739300874604
"373",1,0.0967398634138652
"374",1,0.144567485402699
"375",0,0.516344190078115
"376",1,0.475730701382576
"377",0,0.957221049903207
"378",1,0.223525016182254
"379",1,0.60480349900975
"380",1,0.466756057025834
"381",1,0.306073737124496
"382",0,0.335570413397396
"383",1,0.713619743602509
"384",0,0.688542216941505
"385",1,0.421135683684011
"386",0,0.0529321257534569
"387",1,0.400502831762288
"388",1,0.769612763636525
"389",0,0.759647888306964
"390",0,0.63030904786706
"391",0,0.608848236688738
"392",1,0.30058258149768
"393",1,0.225927757378692
"394",1,0.345434017081199
"395",0,0.667272661457621
"396",1,0.243434196536095
"397",0,0.707567340368552
"398",1,0.744660091973207
"399",0,0.23544643163895
"400",0,0.5588561153789
"401",0,0.697761868799135
"402",0,0.67143178419422
"403",0,0.826320646713784
"404",0,0.940167475041053
"405",1,0.626219680124833
"406",1,0.125003502501053
"407",0,0.857213621476012
"408",1,0.465362158372964
"409",0,0.822282383125256
"410",1,0.268865718537118
"411",0,0.760129313565141
"412",0,0.971731638245354
"413",1,0.741742767577093
"414",1,0.255517416054772
"415",0,0.967252693355044
"416",1,0.302428183373462
"417",0,0.565259933551947
"418",0,0.544686115673441
"419",0,0.764520177359838
"420",0,0.340610119509329
"421",0,0.623411636704985
"422",0,0.507616564893358
"423",0,0.915984913033894
"424",1,0.370454733519823
"425",1,0.359837901902032
"426",1,0.417858435866996
"427",0,0.158381257506089
"428",0,0.333013882405884
"429",1,0.31578256200926
"430",1,0.248004742899851
"431",0,0.70959656613119
"432",0,0.795277144061473
"433",1,0.175079617098008
"434",0,0.884203281080509
"435",1,0.38164178402225
"436",0,0.79726205865467
"437",0,0.526580649737837
"438",0,0.847682262248943
"439",1,0.216151728706416
"440",1,0.206283337222922
"441",0,0.822930636732073
"442",0,0.647019417882612
"443",1,0.496981002358395
"444",1,0.126459489859709
"445",0,0.767111193640729
"446",0,0.573416591642895
"447",0,0.750096459579014
"448",0,0.601952036265772
"449",1,0.170952628332598
"450",0,0.650364198923235
"451",1,0.269768281238343
"452",1,0.157439252796151
"453",1,0.383548335808985
"454",0,0.901019168643876
"455",0,0.765260478665501
"456",1,0.309985605966052
"457",1,0.321215837882183
"458",0,0.803916737486295
"459",0,0.865291583956277
"460",1,0.129916301065605
"461",1,0.396502746372549
"462",1,0.548154516504274
"463",1,0.231854254565296
"464",0,0.684491058333123
"465",0,0.84324694216226
"466",0,0.555140307366236
"467",0,0.514847692906674
"468",1,0.570031488939709
"469",0,0.873659480609223
"470",1,0.290887679147971
"471",0,0.631381142216948
"472",0,0.50589512598568
"473",0,0.359800480804755
"474",0,0.671588896887149
"475",0,0.738388716837624
"476",1,0.245660953540973
"477",0,0.509085877857472
"478",1,0.140523892151426
"479",1,0.55353934363647
"480",0,0.513497865430552
"481",1,0.216281067470258
"482",1,0.45278052306448
"483",0,0.637803292139323
"484",0,0.569868170248701
"485",1,0.208048949530869
"486",0,0.72811099156991
"487",0,0.612660492468894
"488",0,0.687752676412153
"489",1,0.0992407498848798
"490",0,0.668217956601489
"491",0,0.242173552363378
"492",1,0.15369227583088
"493",0,0.544521413919006
"494",0,0.862282826571444
"495",0,0.697352554303372
"496",0,0.95123547965214
"497",0,0.693590216234088
"498",0,0.73024563871481
"499",1,0.457298754851297
"500",0,0.48485520220057
"501",1,0.386099863501429
"502",1,0.335526022649806
"503",0,0.576033934437737
"504",1,0.0731997526863275
"505",0,0.805644574592493
"506",0,0.246534313310117
"507",1,0.688675324096909
"508",0,0.92638996898712
"509",1,0.32554593667612
"510",1,0.212074029149295
"511",1,0.373864088833752
"512",1,0.0475406605687491
"513",0,0.852985861735995
"514",1,0.807381113168798
"515",1,0.520628083930611
"516",1,0.298189893068726
"517",0,0.575368655130214
"518",1,0.16802053755787
"519",0,0.826684784939016
"520",0,0.942742435966162
"521",1,0.413868390861563
"522",1,0.383586696349539
"523",1,0.246881363057121
"524",0,0.924384897971669
"525",0,0.957200460461868
"526",0,0.93354582024721
"527",0,0.610413916181449
"528",1,0.43372317374782
